x, f1, f2
20926.56, 437921122.04, 437837419.78
-68632.91, 4710476739.78, 4710751275.43
-33796.13, 1142178579.42, 1142313767.95
65133.06, 4242316066.81, 4242055538.56
-59973.48, 3596818901.37, 3597058799.31
80858.31, 6538065524.88, 6537742095.66
-5375.14, 28892136.91, 28913641.47
47719.61, 2277160945.27, 2276970070.84
-18716.01, 350289069.19, 350363937.24
33067.83, 1093481159.21, 1093348891.91
-10009.36, 100187230.28, 100227271.71
-45251.82, 2047726891.53, 2047907902.79
-43857.53, 1923482803.95, 1923658238.07
67744.71, 4589345183.30, 4589074208.48
-7004.41, 49061816.38, 49089838.04
82745.41, 6846802498.33, 6846471520.70
-976.92, 954363.21, 958274.87
-86331.96, 7453207148.22, 7453552480.06
-23791.18, 566020436.74, 566115605.48
42171.66, 1778448649.39, 1778279966.76
-86876.71, 7547562127.78, 7547909638.61
55412.36, 3070529481.98, 3070307836.55
35004.67, 1225326831.60, 1225186816.92
31787.53, 1010447241.47, 1010320095.33
67628.60, 4573627431.80, 4573356921.40
-87253.95, 7613251561.60, 7613600581.39
76631.74, 5872423654.30, 5872117131.33
62166.71, 3864699674.60, 3864451011.76
-44775.33, 2004829958.29, 2005009063.60
20264.77, 410661042.35, 410579987.25
-49082.99, 2409140336.23, 2409336672.21
-73887.38, 5459345434.02, 5459640987.55
-10691.75, 114313512.10, 114356283.10
-94678.31, 8963982704.98, 8964361422.23
-97289.85, 9465314941.80, 9465704105.20
67973.35, 4620376125.61, 4620104236.21
-5470.04, 29921296.55, 29943180.70
-20910.98, 437269155.45, 437352803.38
6564.17, 43088354.14, 43062101.45
16861.62, 284314311.97, 284246869.48
2543.02, 6466928.79, 6456760.73
58670.00, 3442168890.53, 3441934214.53
-93961.66, 8828794387.14, 8829170237.79
13963.12, 194968806.47, 194912957.98
-75277.98, 5666774706.04, 5667075821.97
60563.15, 3667894747.00, 3667652498.41
-18624.16, 346859317.36, 346933817.99
-51464.11, 2648554371.00, 2648760231.43
-13335.94, 177847170.39, 177900518.13
26253.75, 689259369.92, 689154358.92
-92234.35, 8507174828.80, 8507543770.19
61579.55, 3792040993.35, 3791794679.15
54936.59, 3018028472.22, 3017808729.87
56164.00, 3154395258.29, 3154170606.27
2269.57, 5150945.77, 5141871.49
-8700.27, 75694735.99, 75729541.08
-76137.23, 5796878147.46, 5797182700.39
-83446.08, 6963247474.13, 6963581262.44
-26066.67, 679471031.98, 679575302.64
29163.62, 850516541.60, 850399891.14
-64148.82, 4115071370.66, 4115327969.95
27138.58, 736502469.59, 736393919.28
-19098.27, 364743837.02, 364820234.09
47554.92, 2261470710.37, 2261280494.68
13815.27, 190861684.62, 190806427.54
-25366.71, 643469781.89, 643571252.71
1450.04, 2102612.02, 2096815.86
53930.21, 2908467878.79, 2908252161.93
77738.61, 6043292199.50, 6042981249.04
-88576.09, 7845723085.23, 7846077393.58
-74332.72, 5525353705.33, 5525651040.23
-7321.32, 53601741.39, 53631030.67
-85401.75, 7293459732.81, 7293801343.83
25960.61, 673953137.32, 673849298.89
72844.16, 5306271852.82, 5305980480.18
-5727.57, 32805013.66, 32827927.92
24320.43, 591483547.09, 591386269.35
-98851.02, 9771524525.53, 9771919933.62
-94442.57, 8919398492.91, 8919776267.18
21759.36, 473469746.51, 473382713.08
50691.31, 2569608878.58, 2569406117.34
-96868.15, 9383438852.25, 9383826328.86
87403.96, 7639452887.03, 7639103275.18
68433.23, 4683106597.53, 4682832868.62
-57427.70, 3297940537.92, 3298170252.72
93591.67, 8759400376.41, 8759026013.73
72470.78, 5252013598.65, 5251723719.54
-57871.88, 3349154582.13, 3349386073.65
78798.16, 6209149747.22, 6208834558.59
-16321.56, 266393303.59, 266458593.83
29761.69, 885758208.47, 885639165.71
-46876.50, 2197405832.57, 2197593342.55
75095.98, 5639405983.19, 5639105603.28
37136.56, 1379124043.55, 1378975501.31
52885.09, 2796832573.21, 2796621036.86
-41552.68, 1726625354.66, 1726791569.38
25727.25, 661891313.97, 661788408.97
-72052.47, 5191559051.59, 5191847265.49
31351.35, 982906920.80, 982781519.41
-50953.52, 2596260714.16, 2596464532.22
51767.83, 2679907714.57, 2679700647.27
-60408.76, 3649218009.53, 3649459648.56
-79310.35, 6290131423.37, 6290448668.77
34950.77, 1221556673.00, 1221416873.90
50661.68, 2566605953.06, 2566403310.33
-8723.73, 76103382.95, 76138281.85
86379.70, 7461452943.17, 7461107428.36
34067.35, 1160584004.08, 1160447738.70
-30631.20, 938270492.22, 938393021.03
-42545.82, 1810146639.63, 1810316826.90
72793.03, 5298824997.06, 5298533828.95
96244.14, 9262934947.42, 9262549974.85
25173.38, 633698921.28, 633598231.77
-15535.35, 241347220.04, 241409365.46
79186.92, 6270567544.04, 6270250800.38
-65852.00, 4336485737.38, 4336749149.37
54004.56, 2916492582.51, 2916276568.27
-59769.53, 3572396768.21, 3572635850.33
72946.79, 5321233468.59, 5320941685.45
9550.01, 91202663.88, 91164467.84
-57517.26, 3308235094.96, 3308465167.99
56617.30, 3205518336.80, 3205291871.62
65419.09, 4279657065.14, 4279395392.79
30539.21, 932643345.11, 932521192.27
8751.88, 76595400.83, 76560397.31
36758.62, 1351196232.48, 1351049201.99
-21130.07, 446479944.32, 446564468.61
53218.11, 2832167718.07, 2831954849.61
-2851.96, 8133659.96, 8145071.79
-75766.48, 5740558794.98, 5740861864.88
-2957.23, 8745198.50, 8757031.41
-13193.38, 174065285.86, 174118063.39
46136.28, 2128556008.78, 2128371467.68
-63919.59, 4085714423.91, 4085970106.29
-23381.47, 546693117.53, 546786647.41
61198.70, 3745280361.39, 3745035570.61
93008.41, 8650565052.84, 8650193023.19
-98703.26, 9742332628.66, 9742727445.68
23243.55, 540262727.34, 540169757.13
95194.47, 9061986303.59, 9061605529.72
57631.92, 3321437923.14, 3321207399.47
-99461.77, 9892642881.80, 9893040732.86
68960.00, 4755481101.86, 4755205265.88
-97665.77, 9538602354.74, 9538993021.81
-31580.89, 997352457.02, 997478784.57
-70350.91, 4949250609.29, 4949532016.93
38457.71, 1478995671.13, 1478841844.28
83419.50, 6958812696.24, 6958479022.24
12722.76, 161868658.85, 161817771.81
-63901.31, 4083377438.01, 4083633047.25
26104.41, 681440236.70, 681335823.06
83264.21, 6932929056.63, 6932596003.78
79930.00, 6388805410.39, 6388485694.38
96367.71, 9286735625.28, 9286350158.44
87072.19, 7581565785.52, 7581217500.77
77013.18, 5931030284.23, 5930722235.50
-41962.32, 1760836030.53, 1761003883.79
-90173.51, 8131261041.06, 8131621739.08
-51903.54, 2693977635.31, 2694185253.47
88306.32, 7798005429.20, 7797652207.94
-22853.93, 522302088.39, 522393508.11
85435.04, 7299146427.09, 7298804690.92
68059.08, 4632037985.95, 4631765753.65
-38581.70, 1488547323.77, 1488701654.56
20891.66, 436461616.91, 436378054.25
-27179.71, 738736453.64, 738845176.46
3768.69, 14203010.44, 14187939.69
51344.67, 2636274766.48, 2636069391.81
40076.88, 1606156560.20, 1605996256.67
-64511.79, 4161771088.52, 4162029139.68
49749.94, 2475056295.69, 2474857299.94
-75210.08, 5656556727.56, 5656857571.90
-99794.66, 9958973574.14, 9959372756.77
22745.90, 517375754.92, 517284775.34
-62014.00, 3845735871.79, 3845983931.78
-10499.78, 110245428.64, 110287431.77
55573.10, 3088369995.93, 3088147707.51
66380.99, 4406435512.51, 4406169992.56
-17883.45, 319817928.40, 319889466.22
87006.93, 7570205652.87, 7569857629.15
-50872.71, 2588032787.18, 2588236282.03
-49653.33, 2465453172.62, 2465651789.94
62465.20, 3901901682.10, 3901651825.28
-7817.07, 61106605.61, 61137877.90
-60108.55, 3613037426.90, 3613277865.09
23919.72, 572152958.23, 572057283.36
73294.05, 5372017451.65, 5371724279.46
94032.84, 8842174832.25, 8841798704.90
91405.92, 8355042702.69, 8354677083.00
-37865.13, 1433768283.30, 1433919747.83
-29943.16, 896592631.72, 896712408.35
29646.40, 878909146.09, 878790564.48
-53660.73, 2879474390.26, 2879689037.20
28731.49, 825498636.97, 825383715.00
-70147.34, 4920648790.75, 4920929384.09
92943.61, 8638514109.04, 8638142338.61
-51347.39, 2636554667.67, 2636760061.24
-46022.39, 2118060387.47, 2118244481.03
-93667.52, 8773605042.03, 8773979716.13
21919.73, 480474572.63, 480386897.71
53435.00, 2855299675.51, 2855085939.50
24578.54, 604104415.51, 604006105.37
66161.48, 4377342019.45, 4377077377.52
29308.19, 858969840.48, 858852611.73
-62042.92, 3849323773.43, 3849571949.10
-28369.06, 804803461.39, 804916941.62
-84468.79, 7134976682.79, 7135314561.96
22859.93, 522576199.61, 522484763.91
-26730.71, 714530839.56, 714637766.40
76916.41, 5916133958.40, 5915826296.77
-63643.09, 4050443461.48, 4050698037.85
36026.54, 1297911582.61, 1297767480.45
-34193.95, 1169226193.59, 1169362973.39
36824.26, 1356026013.61, 1355878720.58
66123.86, 4372364665.56, 4372100174.13
-99010.41, 9803060779.47, 9803456825.10
-26015.38, 676800083.23, 676904148.76
-30825.20, 950193234.76, 950316539.58
23139.25, 535424798.12, 535332245.13
37383.88, 1397554715.89, 1397405184.36
60549.76, 3666272998.51, 3666030803.48
8208.27, 67375717.67, 67342888.58
-41295.64, 1705329826.86, 1705495013.42
5930.86, 35175121.05, 35151401.60
91746.71, 8417459678.24, 8417092695.39
-50232.83, 2523337055.48, 2523537990.80
33185.06, 1101247927.20, 1101115190.98
38092.04, 1451003430.09, 1450851065.93
-55443.65, 3073998087.56, 3074219866.15
71787.95, 5153509858.63, 5153222710.83
-14240.72, 202798084.54, 202855051.42
74173.53, 5501712901.11, 5501416210.98
-84425.75, 7127706885.19, 7128044592.18
3981.85, 15855117.44, 15839194.05
44221.78, 1955565454.41, 1955388571.30
-47316.30, 2238832355.54, 2239021624.74
-29245.32, 855288883.33, 855405868.62
-82141.28, 6747190564.00, 6747519133.14
25635.60, 657184234.52, 657081696.10
-46153.29, 2130125813.04, 2130310430.19
-27681.95, 766290119.62, 766400851.41
-21493.29, 461961714.23, 462047691.40
-68434.10, 4683226276.74, 4683500017.15
-20503.29, 420384809.65, 420466826.80
44921.74, 2017962512.20, 2017782829.25
89757.33, 8056378215.82, 8056019190.50
-64332.95, 4138728484.58, 4138985820.38
82989.97, 6887335186.82, 6887003230.94
-52886.46, 2796977813.89, 2797189363.73
29534.66, 872296272.96, 872178138.31
63988.70, 4094553964.69, 4094298013.88
24908.82, 620449265.99, 620349634.72
-36711.24, 1347715027.34, 1347861876.30
28053.84, 787018181.22, 786905969.84
-22313.83, 497906893.28, 497996152.59
71455.34, 5105865097.98, 5105579280.64
-20054.20, 402170981.61, 402251202.41
72688.93, 5283680494.59, 5283389742.87
-53197.50, 2829973534.40, 2830186328.38
-21243.21, 451273777.39, 451358754.21
-98987.53, 9798531693.54, 9798927647.68
65545.84, 4296256816.36, 4295994637.01
-24646.91, 607470339.19, 607568930.84
25834.39, 667415725.98, 667312392.42
30094.66, 905688767.11, 905568392.46
-50890.76, 2589869143.20, 2590072710.22
63408.41, 4020625999.38, 4020372369.76
-94797.26, 8986519559.71, 8986898752.73
66269.15, 4391600871.56, 4391335798.94
-81770.64, 6686437140.38, 6686764226.93
15657.35, 245152564.33, 245089938.94
-70408.26, 4957322903.14, 4957604540.17
-9206.22, 84754425.62, 84791254.49
-72239.81, 5218590826.00, 5218879789.26
41439.50, 1717232270.30, 1717066516.30
357.69, 127945.29, 126518.52
-17549.93, 307999997.55, 308070201.27
24156.59, 583540929.56, 583444307.19
-28754.13, 826799707.60, 826914728.10
90118.58, 8121358296.21, 8120997825.89
72497.71, 5255918176.77, 5255628189.92
974.35, 949356.21, 945462.82
89517.57, 8013395936.39, 8013037870.10
-36981.47, 1367628931.35, 1367776861.22
56927.87, 3240782313.11, 3240554605.63
29977.80, 898668366.04, 898548458.85
71335.14, 5088702174.23, 5088416837.67
93472.22, 8737056009.17, 8736682124.29
-10691.31, 114304016.38, 114346785.60
-78869.14, 6220340631.65, 6220656112.19
22311.52, 497804086.95, 497714844.86
1498.04, 2244111.01, 2238122.86
-12277.02, 150725287.48, 150774399.57
15255.81, 232739733.80, 232678714.56
27977.15, 782721040.02, 782609135.41
-52828.76, 2790878280.34, 2791089599.40
-81521.21, 6645707085.39, 6646033174.21
61213.15, 3747049631.57, 3746804782.97
-66260.05, 4390394530.40, 4390659574.60
-75815.97, 5748060971.70, 5748364239.57
-38887.65, 1512249047.64, 1512404602.22
58484.10, 3420389630.26, 3420155697.87
-56538.88, 3196644628.51, 3196870788.02
34096.87, 1162596747.78, 1162460364.29
-7326.70, 53680569.05, 53709879.86
-94855.87, 8997635282.34, 8998014709.80
-42685.00, 1822009419.74, 1822180163.75
2056.39, 4228729.75, 4220508.20
5151.12, 26534020.72, 26513420.24
56402.83, 3181279533.80, 3181053926.47
73080.96, 5340826492.84, 5340534173.00
-2798.07, 7829196.21, 7840392.49
27978.44, 782793050.26, 782681140.51
89272.73, 7969621100.80, 7969264013.86
33940.67, 1151969027.94, 1151833269.27
-34816.34, 1212177283.20, 1212316552.54
-88869.50, 7897788442.35, 7898143924.36
-79942.43, 6390791584.66, 6391111358.36
12320.47, 151794031.06, 151744753.17
-15547.03, 241710006.81, 241772198.91
11186.41, 125135796.34, 125091054.70
70825.79, 5016292464.27, 5016009165.11
5932.75, 35197506.59, 35173779.60
12164.12, 147965877.31, 147917224.82
-67634.77, 4574462253.84, 4574732796.93
94575.09, 8944447046.56, 8944068750.21
-24708.12, 610491400.30, 610590236.80
-37490.13, 1405510176.54, 1405660141.08
-30509.39, 930823085.70, 930945127.27
-7054.90, 49771561.84, 49799785.43
-34926.54, 1219863045.02, 1220002755.17
82396.65, 6789208106.83, 6788878524.22
-81036.30, 6566881992.78, 6567206141.98
584.96, 342181.19, 339845.34
-81981.27, 6720928249.27, 6721256178.34
-21209.57, 449845838.35, 449930680.63
97681.68, 9541710636.38, 9541319913.66
-77266.38, 5970093426.18, 5970402495.70
-72933.92, 5319356059.22, 5319647798.88
-63836.48, 4075096155.25, 4075351505.17
-18028.97, 325043920.43, 325116040.33
16944.45, 287114425.29, 287046651.48
30369.33, 922295984.88, 922174511.58
-98364.41, 9675557981.72, 9675951443.37
-1233.99, 1522721.90, 1527661.85
-38228.60, 1461425966.68, 1461578885.09
-77619.84, 6024839918.53, 6025150401.90
-82913.82, 6874701574.78, 6875033234.06
88569.58, 7844570781.73, 7844216507.40
-92113.23, 8484846241.01, 8485214697.91
85373.62, 7288655710.92, 7288314220.42
-1770.73, 3135501.60, 3142588.53
-37256.03, 1388011758.75, 1388160786.87
-48699.40, 2371631892.76, 2371826694.38
-6757.35, 45661724.02, 45688757.40
-56741.12, 3219554373.86, 3219781342.33
15393.65, 236964446.58, 236902875.98
93948.32, 8826287598.44, 8825911809.15
-82389.25, 6787988968.63, 6788318529.64
-50021.05, 2502105928.01, 2502306016.23
2678.99, 7176979.97, 7166268.02
294.33, 86629.97, 85456.65
-92566.18, 8568496804.09, 8568867072.79
-99202.55, 9841146111.47, 9841542925.68
-358.25, 128345.67, 129782.69
97156.34, 9439354950.41, 9438966329.04
83840.59, 7029243809.80, 7028908451.46
42571.95, 1812370899.44, 1812200615.64
-47722.24, 2277411829.65, 2277602722.59
27439.32, 752916455.78, 752806702.49
-36096.00, 1302920887.54, 1303065275.52
41000.96, 1681078509.78, 1680914509.95
70792.27, 5011545048.55, 5011261883.49
-73274.05, 5369087092.56, 5369380192.77
95300.95, 9082270200.57, 9081889000.79
13965.44, 195033532.42, 194977674.66
-72333.99, 5232205991.16, 5232495331.12
-67222.71, 4518892134.89, 4519161029.72
-60873.43, 3705574565.16, 3705818062.88
-29008.69, 841503968.49, 841620007.24
40327.24, 1626285966.92, 1626124661.98
38870.39, 1510906830.16, 1510751352.62
41230.01, 1699913481.84, 1699748565.82
-86056.90, 7405790487.50, 7406134719.11
-61612.46, 3796095167.72, 3796341621.56
-2132.45, 4547337.66, 4555871.46
70896.26, 5026279207.89, 5025995626.87
-56040.92, 3140584264.93, 3140808432.59
-43217.18, 1867724854.39, 1867897727.12
22312.17, 497833141.05, 497743896.35
55831.87, 3117197878.44, 3116974554.96
-35569.91, 1265218260.83, 1265360544.45
-60213.24, 3625633701.44, 3625874558.38
67324.12, 4532537470.23, 4532268177.74
57973.14, 3360884507.39, 3360652618.85
-5492.75, 30170288.24, 30192263.23
62831.01, 3947735237.39, 3947483917.37
76703.90, 5883488982.15, 5883182170.53
-93377.69, 8719392394.80, 8719765909.55
-13828.55, 191228679.84, 191283998.03
35728.64, 1276535855.57, 1276392945.00
12253.54, 150149233.39, 150100223.23
-55775.42, 3110897076.94, 3111120182.61
72440.75, 5247661564.52, 5247371805.54
-35773.06, 1279711902.12, 1279854998.36
-73850.25, 5453860007.48, 5454155412.49
-54944.66, 3018915517.85, 3019135300.48
-81335.22, 6615418328.45, 6615743673.34
90656.94, 8218680142.78, 8218317519.04
-23618.03, 557811351.63, 557905827.75
-79897.99, 6383688318.38, 6384007914.32
19540.23, 381820411.66, 381742254.76
-24984.38, 624219163.28, 624319104.80
-91235.33, 8323886034.14, 8324250979.48
-34606.97, 1197642195.69, 1197780627.56
83550.73, 6980724383.34, 6980390184.42
23127.01, 534858465.60, 534765961.57
-84202.26, 7090020058.88, 7090356871.91
-72725.15, 5288947541.15, 5289238445.75
-98519.02, 9705997417.52, 9706391497.61
-41685.93, 1737716926.22, 1737883673.95
-61122.40, 3735947756.88, 3736192250.48
29272.68, 856889766.61, 856772679.89
-18827.25, 354465187.06, 354540500.05
73104.02, 5344197212.45, 5343904800.38
16722.77, 279650911.54, 279584024.48
81534.73, 6647912728.83, 6647586593.90
-51811.39, 2684420016.46, 2684627266.02
7245.82, 52501880.71, 52472901.43
48497.08, 2351966323.68, 2351772339.37
-93671.47, 8774344457.07, 8774719146.96
42452.89, 1802248293.50, 1802078485.92
26600.90, 707607826.37, 707501426.78
-69177.03, 4785461908.82, 4785738620.96
-87933.17, 7732242477.06, 7732594213.74
80842.62, 6535529322.87, 6535205956.38
-26391.54, 696513268.31, 696618838.46
-68047.52, 4630465262.96, 4630737457.05
85744.68, 7352150653.54, 7351807678.81
14857.40, 220742297.85, 220682872.25
97744.75, 9554036457.36, 9553645482.35
88175.16, 7774859266.98, 7774506570.33
41817.76, 1748725156.92, 1748557889.88
32082.30, 1029273767.37, 1029145442.18
86250.07, 7439073911.21, 7438728914.95
-50044.08, 2504409716.96, 2504609897.27
-57781.43, 3338693416.53, 3338924546.24
-84477.28, 7136410565.77, 7136748478.89
-70250.95, 4935196539.12, 4935477546.93
-5053.02, 25533037.77, 25553253.86
14526.93, 211031771.39, 210973667.66
57808.83, 3341860254.43, 3341629023.13
-83504.30, 6972968720.84, 6973302742.05
-51400.00, 2641960092.79, 2642165696.79
28330.56, 802620632.90, 802507314.66
-42997.32, 1848769678.23, 1848941671.51
-90169.81, 8130594401.37, 8130955084.61
-40852.33, 1668912969.22, 1669076382.54
42447.74, 1801810808.88, 1801641021.91
-30395.17, 923866581.24, 923988165.93
-25908.05, 671227096.87, 671330733.07
73122.67, 5346924184.89, 5346631698.23
14508.13, 210485797.35, 210427768.84
-35419.16, 1254516850.04, 1254658530.68
86496.53, 7481649076.82, 7481303094.71
-70908.71, 5028045019.34, 5028328658.17
-54170.60, 2934453756.80, 2934670443.19
17336.29, 300546874.96, 300477533.81
45139.88, 2037609138.77, 2037428583.24
-80517.96, 6483142536.05, 6483464611.91
-15871.54, 251905790.48, 251969280.64
66570.45, 4431624478.42, 4431358200.63
82732.72, 6844702752.08, 6844371825.20
-38736.58, 1500522912.03, 1500677862.36
7480.46, 55957260.65, 55927342.82
95836.03, 9184544692.73, 9184161352.61
-71170.42, 5065228138.86, 5065512824.53
74240.55, 5511659087.46, 5511362129.27
-36922.53, 1363273089.52, 1363420783.63
-51281.72, 2629814352.30, 2630019483.16
87597.20, 7673268890.54, 7672918505.76
-92310.63, 8521253049.58, 8521622296.11
31766.90, 1009136006.91, 1009008943.31
-84740.43, 7180940432.26, 7181279397.98
18510.52, 342639338.08, 342565300.00
-54998.23, 3024805208.05, 3025025204.96
87062.63, 7579900800.00, 7579552553.50
30446.12, 926966027.06, 926844246.59
-91567.78, 8384657821.08, 8385024096.19
-52391.65, 2744884670.51, 2745094241.10
67092.97, 4501466199.76, 4501197831.89
94829.06, 8992550503.71, 8992171191.47
-43759.70, 1914911038.06, 1915086080.85
77651.82, 6029805799.64, 6029495196.35
-60517.58, 3662377251.08, 3662619325.39
-50168.38, 2516866037.49, 2517066715.00
34582.69, 1195962477.60, 1195824150.84
62827.69, 3947318620.07, 3947067313.31
-98196.85, 9642620640.68, 9643013432.07
47865.80, 2291134446.04, 2290942986.85
-40829.58, 1667054200.85, 1667217523.15
10831.55, 117322426.75, 117279104.56
5226.70, 27318440.45, 27297537.63
-57930.16, 3355903498.16, 3356135222.80
-46717.22, 2182498273.18, 2182685146.05
-38897.61, 1513024424.88, 1513180019.34
37824.36, 1430682536.90, 1430531243.44
17867.41, 319244215.00, 319172749.37
62774.01, 3940576672.64, 3940325580.59
-81653.87, 6667354835.11, 6667681454.60
-9080.08, 82447818.86, 82484143.17
18152.21, 329502801.79, 329430196.94
38308.14, 1467513442.36, 1467360213.81
-42197.63, 1780639684.15, 1780808478.66
83671.55, 7000927652.61, 7000592970.42
-41025.94, 1683127578.02, 1683291685.77
-91128.63, 8304427839.98, 8304792358.52
-70189.51, 4926567091.36, 4926847853.40
95899.27, 9196670613.03, 9196287019.94
-39368.79, 1549901278.61, 1550058757.75
-87300.77, 7621424428.11, 7621773635.19
10611.40, 112601747.65, 112559306.06
-76472.38, 5848024368.69, 5848330262.20
53176.63, 2827753844.22, 2827541141.71
-77422.60, 5994259275.58, 5994568969.99
-29355.36, 861737077.25, 861854502.69
-40884.13, 1671512135.42, 1671675675.95
-13122.48, 172199552.70, 172252046.63
14062.79, 197761994.49, 197705747.34
-12020.41, 144490271.22, 144538356.86
96394.07, 9291816541.39, 9291430969.11
1671.91, 2795296.19, 2788612.53
8644.05, 74719610.01, 74685037.80
-33161.50, 1099684847.98, 1099817497.97
72224.19, 5216333430.76, 5216044538.01
53055.94, 2814932573.99, 2814720354.24
19688.47, 387635666.60, 387556916.74
-21099.77, 445200122.26, 445284525.32
-21668.84, 469538783.60, 469625462.97
56170.64, 3155141229.21, 3154916550.63
85928.66, 7383734578.60, 7383390867.97
78337.48, 6136761552.63, 6136448206.69
-33023.35, 1090541846.07, 1090673943.48
52244.02, 2729437693.72, 2729228721.64
-22551.52, 508571232.42, 508661442.52
-71368.79, 5093503686.15, 5093789165.30
15987.91, 255613302.47, 255549354.83
-99482.12, 9896691270.57, 9897089203.03
-44616.12, 1990597838.34, 1990776306.81
-89841.43, 8071482132.58, 8071841502.29
65166.72, 4246700791.61, 4246440128.75
-32162.90, 1034452137.02, 1034580792.62
17431.25, 303848527.64, 303778806.64
-32773.68, 1074114278.41, 1074245377.14
7174.44, 51472565.73, 51443871.98
-73636.48, 5422331122.72, 5422625672.64
94758.70, 8979210353.50, 8978831322.72
-96933.13, 9396032257.19, 9396419993.72
-41739.00, 1742144471.30, 1742311431.32
-63185.92, 3992460168.74, 3992712916.41
-82650.08, 6831036527.38, 6831367131.72
-89995.92, 8099266231.69, 8099626219.38
52110.38, 2715491959.33, 2715283521.80
-62035.89, 3848452227.88, 3848700375.46
55405.22, 3069738643.82, 3069517026.94
-16653.95, 277354076.98, 277420696.78
-57182.43, 3269830233.48, 3270058967.20
-7443.13, 55400188.66, 55429965.18
86835.99, 7540489466.32, 7540142126.36
8599.71, 73955096.63, 73920701.77
31167.53, 971415113.73, 971290447.59
-22864.05, 522764732.47, 522856192.66
-62950.39, 3962751368.42, 3963003173.97
6198.36, 38419614.52, 38394825.09
-85621.84, 7331100299.26, 7331442790.63
22451.71, 504079360.82, 503989557.98
-19795.31, 391854460.37, 391933645.62
-60865.48, 3704606774.73, 3704850240.66
70636.82, 4989559667.74, 4989277124.48
41212.49, 1698469704.90, 1698304858.92
45206.10, 2043591915.01, 2043411094.59
-99954.27, 9990856077.11, 9991255898.19
-79163.19, 6266810315.03, 6267126971.79
33367.75, 1113406550.55, 1113273083.56
97217.15, 9451173566.81, 9450784702.22
-97750.25, 9555111315.54, 9555502320.54
159.28, 25371.27, 24738.13
-27617.50, 762726413.71, 762836887.72
-76915.38, 5915975467.85, 5916283133.36
-19456.03, 378536998.46, 378614826.57
50780.00, 2578608782.16, 2578405666.15
-6379.99, 40704326.18, 40729850.16
13332.27, 177749330.74, 177696005.68
11734.42, 137696680.83, 137649747.14
22508.38, 506627031.89, 506537002.38
76861.00, 5907612948.03, 5907305508.04
-14183.87, 201182043.85, 201238783.31
61217.87, 3747627240.84, 3747382373.37
-16899.87, 285605709.19, 285673312.68
22375.18, 500648526.51, 500559029.80
-7409.05, 54893996.97, 54923637.16
-32594.06, 1062372961.25, 1062503341.50
-27530.64, 757936386.11, 758046512.69
78495.48, 6161541022.20, 6161227044.26
-50484.15, 2548649332.04, 2548851272.64
12609.49, 158999317.53, 158948883.56
80245.35, 6439316171.94, 6438995194.54
38368.27, 1472124468.72, 1471970999.62
63425.82, 4022835197.88, 4022581498.58
-18416.16, 339154769.51, 339228438.13
59785.74, 3574334795.92, 3574095656.96
-89563.56, 8021631093.87, 8021989352.11
-31193.93, 973061343.45, 973186123.18
-50123.21, 2512336228.63, 2512536725.47
-43901.93, 1927379032.59, 1927554644.29
-27212.66, 740528881.31, 740637735.95
88847.24, 7893832295.06, 7893476910.10
-28369.22, 804812711.06, 804926191.94
39132.54, 1531355337.82, 1531198811.67
21342.47, 455500933.59, 455415567.72
81172.07, 6588904554.23, 6588579869.96
-82838.88, 6862280279.99, 6862611639.52
5812.59, 33786169.57, 33762923.22
-896.91, 804454.45, 808046.11
-87146.31, 7594479881.43, 7594828470.68
27266.33, 743452653.10, 743343591.79
5822.69, 33903661.16, 33880374.42
33734.77, 1138034948.80, 1137900013.71
-62612.96, 3920382831.96, 3920633287.80
30153.25, 909218292.54, 909097683.55
-80175.20, 6428062315.94, 6428383020.73
69025.70, 4764546704.52, 4764270605.74
5504.27, 30296953.74, 30274940.67
-62800.87, 3943949516.66, 3944200724.14
-73912.43, 5463046607.58, 5463342261.28
57869.23, 3348847968.36, 3348616495.44
-56442.27, 3185729676.84, 3185955449.91
6202.72, 38473796.22, 38448989.32
22226.53, 494018596.83, 493929694.71
-70649.99, 4991420502.75, 4991703106.70
11399.09, 129939230.84, 129893638.48
81928.31, 6712248695.27, 6711920986.02
37247.02, 1387340816.25, 1387191832.15
-69040.15, 4766541841.62, 4766818006.21
-43444.40, 1887415886.29, 1887589667.89
-74439.41, 5541226170.29, 5541523931.94
659.76, 435278.66, 432643.63
54290.28, 2947434266.80, 2947217109.69
16516.57, 272796936.03, 272730873.77
94133.57, 8861129617.07, 8860753086.78
-43188.36, 1865234351.00, 1865407108.44
-15465.49, 239181473.47, 239243339.44
-92613.71, 8577298823.89, 8577669282.72
-97159.17, 9439903654.41, 9440292295.08
-28059.23, 787320154.88, 787432395.78
-7398.82, 54742596.15, 54772195.45
-57713.14, 3330806759.68, 3331037616.25
42621.79, 1816616939.30, 1816446456.15
-10077.07, 101547253.83, 101587566.10
32720.14, 1070607243.84, 1070476367.30
1306.49, 1706907.60, 1701685.65
-77354.47, 5983713870.78, 5984023292.65
-11524.56, 132815569.23, 132861671.48
69112.91, 4776594677.86, 4776318230.21
-50970.33, 2597974631.19, 2598178516.51
-84783.60, 7188258249.00, 7188597387.39
-62080.10, 3853938306.60, 3854186630.99
-81622.76, 6662274700.73, 6662601195.77
84181.91, 7086594020.96, 7086257297.32
8733.74, 76278199.49, 76243268.54
-56234.65, 3162335902.78, 3162560845.38
-72037.23, 5189363021.91, 5189651174.85
