x1, x2, x3, x4, x5, x6, f1, f2
4.43, 1.46, 2.57, 1.36, 1.94, 8.15, -165.86, 100.42
2.37, 0.57, 2.34, 2.03, 1.73, 9.58, -13.05, 110.27
1.33, 3.01, 4.50, 1.07, 2.15, 5.25, -118.77, 64.41
3.51, 1.57, 3.11, 1.32, 4.55, 0.32, -101.63, 47.01
1.93, 3.93, 4.47, 1.23, 3.90, 8.42, -104.83, 126.82
1.93, 1.07, 3.30, 3.75, 2.42, 5.93, -3.30, 70.95
2.43, 2.94, 2.72, 2.73, 4.96, 6.70, -26.06, 98.86
2.79, 1.84, 1.13, 0.09, 4.20, 3.15, -26.08, 40.04
3.09, 1.30, 3.86, 1.27, 2.37, 5.79, -93.12, 66.86
4.39, 1.40, 1.80, 2.04, 1.93, 9.47, -146.21, 122.08
2.24, 2.19, 2.58, 3.63, 4.77, 1.02, -16.06, 53.48
3.13, 2.36, 2.28, 2.93, 4.75, 4.30, -47.73, 70.18
1.44, 2.72, 3.97, 1.16, 4.19, 3.04, -89.26, 53.39
1.62, 0.39, 3.19, 0.86, 4.38, 3.76, -65.16, 47.02
3.44, 2.14, 3.26, 1.33, 1.64, 8.37, -88.60, 101.48
2.65, 3.10, 2.83, 2.22, 2.55, 5.38, -25.02, 65.11
2.31, 1.38, 2.82, 1.61, 2.49, 8.34, -23.99, 93.55
2.13, 3.37, 4.66, 0.14, 4.32, 1.80, -213.58, 59.55
3.21, 2.77, 3.33, 3.20, 3.68, 6.46, -48.08, 94.52
3.41, 2.30, 2.14, 1.41, 1.89, 5.45, -59.48, 56.75
2.40, 2.74, 3.84, 3.01, 2.99, 6.88, -16.42, 93.26
2.11, 2.14, 3.80, 0.31, 3.97, 5.84, -116.04, 73.44
2.37, 0.14, 2.06, 2.59, 4.83, 5.68, -23.74, 72.12
1.50, 2.29, 4.38, 1.35, 2.60, 4.22, -89.11, 53.09
1.09, 1.41, 3.81, 2.19, 2.71, 6.39, -50.12, 70.66
2.14, 1.50, 3.82, 2.10, 3.10, 6.99, -33.83, 84.28
3.12, 0.83, 2.04, 2.16, 2.92, 5.17, -40.37, 54.57
0.85, 1.69, 4.64, 0.89, 2.48, 6.50, -163.91, 74.30
3.55, 1.95, 3.12, 1.29, 4.91, 2.94, -107.98, 60.54
3.56, 1.80, 4.56, 0.65, 3.67, 9.43, -210.62, 139.43
2.26, 2.87, 2.10, 0.45, 2.60, 5.43, -20.09, 54.16
1.31, 0.97, 2.12, 1.43, 4.14, 6.39, -31.06, 67.12
3.85, 1.07, 3.82, 0.07, 4.61, 1.67, -222.65, 54.65
1.52, 3.26, 4.31, 2.15, 4.93, 5.42, -60.49, 89.73
0.98, 1.86, 2.98, 0.18, 4.08, 3.99, -92.66, 45.89
2.29, 3.30, 1.33, 1.02, 2.38, 6.79, -6.61, 70.67
3.64, 2.34, 3.08, 3.44, 2.98, 8.63, -72.83, 123.37
2.06, 0.68, 3.51, 0.82, 3.18, 9.83, -70.48, 124.50
2.96, 0.94, 3.16, 1.58, 3.94, 4.73, -59.97, 60.04
2.18, 2.07, 4.48, 1.35, 4.38, 1.81, -97.11, 53.32
2.29, 3.14, 2.12, 0.47, 4.13, 6.47, -28.81, 78.76
3.25, 1.78, 3.56, 1.02, 2.15, 6.28, -98.48, 71.49
0.40, 2.37, 3.35, 2.40, 4.90, 5.98, -93.29, 82.63
2.00, 1.71, 1.62, 1.78, 1.71, 8.41, -2.47, 86.35
2.14, 3.72, 2.16, 2.71, 2.59, 6.26, -8.25, 76.33
1.95, 3.57, 3.61, 3.30, 4.77, 7.03, -20.13, 112.67
2.55, 0.87, 2.33, 0.82, 3.00, 4.84, -30.69, 45.81
3.24, 0.90, 2.21, 1.72, 4.59, 9.11, -60.39, 123.23
1.01, 1.76, 2.72, 1.22, 2.80, 4.63, -50.71, 42.27
3.32, 2.25, 2.81, 3.53, 2.63, 8.84, -46.69, 121.52
2.52, 1.81, 2.02, 2.74, 4.37, 1.51, -19.90, 42.62
3.52, 2.28, 2.65, 2.42, 4.74, 9.02, -78.73, 134.30
2.38, 3.11, 3.88, 2.21, 3.55, 9.59, -37.98, 139.86
1.35, 0.74, 3.09, 2.21, 2.43, 9.70, -28.35, 116.84
0.93, 1.36, 2.16, 1.83, 1.89, 6.67, -35.86, 58.84
2.85, 1.49, 2.62, 1.11, 4.05, 7.32, -49.38, 88.42
1.59, 1.41, 1.65, 0.01, 4.37, 2.90, -22.59, 34.75
1.99, 0.28, 2.67, 3.10, 2.45, 9.69, -7.33, 120.69
1.33, 2.33, 1.95, 2.83, 4.75, 3.21, -26.64, 51.89
1.55, 2.25, 3.27, 3.46, 3.57, 7.69, -13.22, 101.99
2.02, 3.56, 1.96, 0.46, 3.22, 8.29, -19.00, 99.97
2.98, 0.42, 4.00, 1.93, 3.51, 4.82, -71.31, 64.29
2.72, 0.94, 4.27, 1.64, 2.33, 7.58, -75.25, 92.15
2.35, 2.26, 1.67, 0.87, 3.75, 6.75, -15.17, 73.89
1.40, 3.13, 1.90, 0.92, 4.66, 6.20, -31.24, 76.40
0.86, 1.97, 3.82, 3.09, 2.30, 9.31, -40.78, 120.61
3.56, 1.03, 1.98, 2.69, 1.66, 8.25, -63.72, 95.62
4.54, 1.23, 2.36, 1.58, 2.34, 8.77, -174.00, 112.55
2.60, 3.18, 4.38, 0.64, 1.72, 9.83, -139.80, 136.17
4.28, 1.35, 3.17, 3.56, 1.80, 7.98, -131.76, 109.75
2.21, 0.80, 2.02, 2.45, 3.79, 9.25, -12.85, 115.54
4.20, 0.95, 2.12, 1.97, 2.19, 6.52, -128.81, 74.27
2.81, 2.96, 3.46, 1.65, 2.51, 7.75, -52.98, 97.77
3.02, 1.97, 3.28, 3.61, 4.94, 7.20, -42.59, 113.02
1.96, 0.71, 1.62, 0.85, 3.47, 7.64, -11.60, 78.11
0.65, 2.36, 3.34, 0.53, 3.92, 4.63, -120.37, 54.21
4.05, 1.70, 3.76, 0.47, 4.03, 6.77, -209.67, 95.83
3.14, 2.27, 3.84, 0.82, 3.68, 7.55, -121.10, 100.91
0.43, 2.00, 1.94, 2.49, 3.65, 4.59, -71.06, 48.61
2.62, 2.59, 1.93, 1.05, 3.23, 9.04, -22.52, 110.61
0.85, 2.08, 4.02, 1.20, 2.58, 8.77, -106.72, 106.16
4.06, 1.03, 1.47, 0.93, 2.34, 4.65, -111.07, 47.67
3.76, 1.44, 4.95, 0.05, 3.11, 7.22, -326.30, 102.55
1.74, 2.16, 3.76, 0.29, 2.61, 7.06, -108.98, 78.59
3.49, 2.35, 3.58, 0.24, 4.44, 6.72, -160.93, 95.39
2.51, 3.49, 2.54, 0.86, 1.56, 9.26, -32.36, 113.81
2.45, 1.72, 2.98, 3.37, 1.76, 8.00, -7.20, 96.25
0.33, 2.18, 2.48, 0.12, 1.71, 6.62, -103.20, 57.70
3.17, 1.30, 1.06, 0.04, 2.22, 5.45, -36.04, 47.51
2.19, 3.29, 4.11, 1.14, 3.75, 8.91, -89.09, 127.34
4.75, 1.02, 3.79, 0.86, 4.74, 4.09, -280.56, 77.88
0.99, 2.55, 3.24, 0.64, 3.42, 5.71, -88.31, 62.68
1.86, 2.19, 1.40, 0.92, 2.71, 5.37, -4.96, 47.20
2.27, 0.70, 1.80, 0.17, 4.15, 4.30, -22.72, 44.60
3.51, 1.25, 3.44, 2.79, 4.01, 2.98, -75.27, 58.46
2.83, 2.87, 1.55, 0.85, 4.65, 6.62, -34.22, 84.91
2.38, 3.16, 4.11, 0.48, 2.28, 8.66, -125.96, 112.92
1.78, 2.18, 4.52, 1.51, 3.42, 9.83, -83.73, 139.02
3.25, 2.58, 3.28, 2.52, 2.78, 9.55, -53.71, 133.33
3.60, 1.38, 2.22, 3.12, 4.25, 2.66, -76.50, 54.69
1.84, 2.22, 3.10, 0.71, 4.48, 6.52, -60.70, 81.06
3.39, 0.97, 1.88, 0.83, 3.85, 7.46, -65.02, 87.10
1.38, 1.61, 2.47, 3.61, 4.77, 5.34, -24.33, 74.86
0.84, 2.32, 3.48, 1.55, 1.85, 9.67, -71.24, 117.55
1.74, 1.32, 2.19, 0.33, 4.78, 0.65, -35.46, 32.92
1.20, 0.97, 4.65, 0.25, 3.32, 6.11, -210.72, 72.46
2.45, 2.66, 2.49, 2.98, 1.76, 8.48, -8.40, 103.16
0.95, 2.85, 3.66, 2.97, 3.72, 9.45, -43.20, 134.30
3.91, 1.73, 2.39, 2.83, 3.14, 4.91, -98.78, 65.93
2.55, 3.19, 4.76, 0.35, 4.95, 3.87, -213.16, 78.91
0.81, 2.22, 3.25, 1.17, 3.24, 9.32, -80.91, 114.90
3.02, 2.43, 3.52, 2.43, 4.28, 2.63, -52.73, 58.59
4.38, 0.89, 4.17, 1.53, 3.80, 7.08, -212.12, 104.24
2.47, 1.51, 3.03, 2.06, 4.76, 4.14, -35.48, 61.62
1.36, 2.96, 3.51, 0.19, 3.66, 9.03, -109.51, 117.87
2.16, 1.47, 2.81, 3.04, 3.75, 8.90, -11.48, 117.28
1.57, 2.91, 2.82, 2.21, 3.94, 8.47, -24.72, 111.10
3.13, 2.51, 1.51, 0.49, 2.59, 6.82, -37.87, 71.83
2.49, 2.15, 2.22, 0.63, 3.85, 8.92, -31.03, 110.64
1.82, 3.02, 2.46, 0.66, 3.65, 4.90, -32.68, 56.22
2.01, 0.04, 4.83, 0.61, 2.96, 7.58, -176.95, 93.98
4.44, 1.08, 1.65, 0.43, 2.97, 4.20, -158.66, 50.26
1.31, 3.10, 3.05, 1.56, 4.19, 7.25, -48.37, 93.23
1.30, 2.81, 4.20, 0.67, 2.38, 7.33, -129.09, 87.13
0.38, 2.12, 2.98, 2.93, 4.39, 3.03, -81.75, 50.53
3.55, 0.98, 1.92, 2.83, 4.75, 7.50, -76.46, 104.06
2.30, 1.31, 2.06, 1.88, 2.42, 7.13, -9.84, 71.49
3.35, 1.43, 3.30, 2.38, 2.25, 9.35, -61.51, 122.26
1.31, 2.18, 2.52, 2.97, 3.61, 8.07, -21.34, 99.79
2.32, 0.89, 2.22, 1.55, 4.54, 7.98, -25.24, 97.74
1.51, 3.30, 3.63, 0.39, 4.44, 7.83, -109.94, 107.60
0.46, 1.69, 2.05, 2.51, 3.49, 7.49, -68.13, 81.83
1.60, 3.08, 4.48, 0.62, 4.54, 8.72, -155.89, 129.10
1.39, 1.78, 2.59, 2.79, 4.29, 8.16, -23.95, 104.53
2.21, 2.12, 4.74, 0.07, 4.07, 4.94, -226.93, 72.83
1.51, 1.01, 1.39, 1.27, 2.49, 5.37, -10.37, 41.84
2.63, 2.79, 3.75, 1.09, 3.70, 5.63, -81.93, 75.34
1.09, 2.79, 3.85, 2.72, 1.84, 9.85, -35.32, 131.60
1.44, 2.92, 2.76, 0.46, 4.90, 4.86, -62.90, 66.14
2.86, 2.62, 4.61, 0.36, 3.21, 5.09, -196.67, 72.65
0.91, 2.63, 2.36, 0.31, 1.33, 9.57, -55.65, 106.82
3.61, 1.02, 3.30, 3.23, 3.23, 5.70, -73.95, 78.38
1.99, 2.43, 3.27, 1.71, 2.55, 6.26, -29.50, 69.16
1.48, 1.77, 1.74, 0.66, 3.44, 8.04, -18.85, 85.35
1.73, 2.35, 1.50, 0.24, 4.37, 8.65, -16.83, 104.70
1.54, 1.50, 2.86, 1.76, 4.34, 5.73, -34.08, 67.67
2.60, 2.45, 2.76, 2.56, 3.56, 6.45, -22.15, 81.26
3.17, 1.13, 3.23, 2.83, 4.14, 2.80, -51.78, 54.72
1.01, 1.04, 3.79, 1.52, 3.44, 8.23, -79.14, 98.36
2.16, 0.31, 3.55, 3.48, 2.75, 5.19, -8.35, 63.97
1.65, 3.58, 2.21, 0.03, 4.24, 4.83, -39.08, 61.65
3.20, 2.34, 3.57, 2.17, 4.36, 2.02, -69.38, 56.24
2.48, 3.50, 3.49, 0.31, 3.45, 8.97, -98.29, 123.01
2.63, 2.77, 3.69, 1.22, 4.82, 9.19, -80.88, 137.41
4.51, 1.25, 2.01, 1.10, 4.82, 2.55, -181.10, 56.92
1.34, 3.06, 3.29, 1.24, 4.81, 7.56, -66.32, 103.72
2.24, 0.58, 4.05, 0.98, 3.83, 5.44, -96.25, 67.01
1.04, 2.28, 4.18, 2.31, 3.72, 6.31, -59.21, 82.80
1.35, 3.25, 1.93, 2.01, 4.06, 8.23, -24.90, 104.44
2.80, 0.91, 3.46, 1.15, 3.73, 7.96, -73.80, 99.29
2.58, 3.13, 2.41, 0.92, 4.92, 5.48, -43.71, 77.38
4.15, 1.46, 3.63, 2.86, 2.62, 7.33, -127.71, 101.31
1.08, 2.91, 1.53, 0.16, 2.26, 5.47, -27.92, 47.05
2.27, 2.36, 2.94, 3.04, 4.07, 7.36, -14.93, 99.38
3.77, 1.75, 1.91, 1.80, 3.58, 4.58, -88.78, 57.95
4.06, 1.21, 3.87, 2.48, 3.42, 7.20, -131.98, 102.62
3.19, 1.66, 3.06, 3.88, 4.46, 6.80, -47.27, 103.39
0.66, 1.97, 2.67, 2.44, 2.07, 9.93, -52.82, 120.30
1.96, 1.48, 3.71, 2.19, 4.93, 8.37, -39.75, 118.92
0.14, 2.05, 4.59, 0.98, 2.55, 6.50, -206.83, 74.94
3.44, 2.24, 3.11, 0.25, 2.36, 8.25, -116.87, 100.30
0.78, 2.01, 3.19, 3.24, 3.22, 4.95, -45.15, 60.14
2.38, 3.55, 3.21, 3.16, 2.96, 5.79, -13.31, 80.87
3.75, 1.11, 4.01, 1.39, 3.85, 8.89, -147.04, 127.17
2.34, 1.84, 1.36, 0.19, 2.08, 7.87, -5.97, 77.07
2.46, 3.52, 3.90, 2.62, 4.57, 0.89, -36.34, 62.14
1.49, 2.77, 3.19, 2.74, 3.54, 9.38, -21.00, 128.22
2.97, 1.62, 1.96, 0.48, 4.27, 8.81, -45.66, 111.39
1.69, 2.40, 2.71, 1.90, 3.59, 7.90, -22.18, 94.78
1.43, 3.10, 2.04, 1.59, 2.93, 6.51, -19.30, 69.22
0.61, 1.56, 2.15, 1.77, 1.54, 9.52, -55.59, 103.45
2.17, 0.08, 2.13, 0.17, 2.97, 5.40, -27.06, 47.29
3.16, 0.51, 1.57, 0.31, 2.72, 6.68, -43.35, 64.86
2.62, 1.98, 4.00, 1.92, 2.98, 7.93, -52.49, 102.27
2.69, 1.57, 1.73, 0.57, 3.09, 9.94, -22.78, 121.37
3.54, 1.07, 2.06, 1.15, 3.96, 8.82, -78.05, 112.71
1.61, 1.30, 2.98, 1.42, 2.44, 7.97, -32.41, 84.68
1.78, 0.65, 2.81, 2.24, 4.48, 3.09, -25.27, 46.20
1.82, 2.81, 2.46, 2.98, 3.81, 6.99, -11.62, 89.63
2.22, 1.82, 4.24, 1.86, 4.17, 5.75, -59.54, 80.14
3.88, 1.65, 1.83, 1.26, 4.71, 6.47, -107.15, 86.72
3.26, 2.42, 2.56, 0.51, 3.08, 7.63, -73.39, 90.85
2.51, 2.55, 4.37, 0.85, 3.67, 4.66, -126.48, 67.81
2.26, 3.13, 2.52, 1.17, 4.83, 7.73, -36.08, 105.67
1.80, 3.74, 2.82, 2.11, 4.35, 9.46, -27.14, 137.97
1.90, 0.66, 4.35, 1.71, 4.03, 4.28, -69.97, 60.45
3.32, 1.88, 3.84, 2.66, 1.92, 9.49, -58.48, 130.14
2.69, 0.60, 2.55, 0.49, 4.05, 9.00, -52.70, 111.67
4.34, 0.79, 3.19, 1.33, 4.76, 5.34, -186.88, 82.62
2.21, 0.65, 3.36, 0.10, 4.46, 1.62, -99.36, 39.11
1.72, 2.89, 3.56, 2.72, 3.58, 7.00, -20.07, 93.18
2.04, 0.46, 2.91, 1.36, 3.61, 5.79, -34.78, 61.26
1.07, 1.75, 2.37, 0.15, 2.82, 5.98, -52.90, 53.56
0.46, 1.65, 1.97, 1.41, 2.97, 9.49, -69.69, 107.71
2.77, 1.52, 4.56, 0.48, 3.07, 5.79, -175.79, 73.97
1.48, 2.98, 2.86, 0.78, 1.54, 8.87, -44.03, 100.86
3.70, 0.61, 3.48, 1.40, 4.06, 8.85, -125.31, 123.02
3.96, 1.62, 2.57, 0.02, 2.85, 5.74, -138.61, 65.96
3.51, 2.45, 4.39, 0.67, 2.27, 8.10, -186.78, 108.88
2.24, 0.17, 2.66, 2.39, 4.23, 2.50, -22.41, 42.00
1.90, 2.82, 1.93, 1.84, 4.70, 3.62, -18.64, 53.89
2.20, 2.06, 3.05, 1.08, 3.32, 5.09, -42.37, 56.44
3.19, 1.04, 3.24, 2.07, 3.85, 5.48, -63.05, 70.85
2.18, 0.12, 2.40, 0.49, 1.49, 9.44, -28.94, 102.08
0.70, 2.13, 4.24, 1.46, 2.61, 7.39, -112.93, 86.61
0.94, 2.58, 3.90, 1.63, 2.00, 8.00, -76.74, 93.41
4.64, 0.98, 4.11, 0.69, 2.06, 9.57, -282.30, 135.69
0.51, 2.16, 2.23, 0.56, 3.02, 5.49, -77.27, 49.46
0.49, 2.29, 3.43, 3.17, 4.99, 3.30, -76.71, 63.11
3.51, 1.56, 1.68, 1.59, 4.44, 6.02, -71.94, 76.12
1.97, 0.19, 2.96, 0.42, 3.64, 8.45, -59.63, 97.54
1.75, 3.71, 3.84, 0.78, 2.58, 4.92, -90.38, 63.01
4.21, 0.81, 4.02, 1.80, 4.94, 6.17, -183.36, 100.25
2.58, 1.65, 2.68, 1.43, 2.91, 5.45, -30.84, 56.77
2.87, 1.95, 3.41, 2.93, 1.34, 9.69, -25.72, 127.90
1.77, 1.29, 2.00, 1.63, 2.08, 8.88, -8.56, 94.74
0.92, 1.64, 2.82, 1.52, 3.95, 6.79, -58.33, 75.49
1.31, 2.47, 4.22, 1.52, 4.16, 4.15, -85.43, 62.47
1.76, 1.47, 3.95, 1.92, 3.20, 9.44, -44.17, 123.90
1.36, 1.06, 4.58, 0.58, 4.46, 8.01, -172.89, 108.27
1.89, 2.70, 4.75, 0.51, 2.95, 6.01, -175.97, 78.56
2.76, 0.83, 2.03, 2.66, 4.27, 5.99, -28.52, 73.67
3.34, 1.76, 3.18, 1.30, 4.29, 7.84, -90.26, 105.97
3.16, 1.52, 1.90, 0.31, 2.04, 9.79, -46.00, 116.02
3.54, 0.85, 4.43, 0.87, 4.49, 1.07, -187.52, 54.92
1.79, 2.87, 3.73, 1.36, 4.87, 3.50, -68.49, 63.17
0.53, 2.45, 1.82, 2.16, 4.15, 2.57, -66.17, 38.15
1.41, 3.29, 2.68, 2.05, 3.04, 4.79, -25.18, 56.45
4.08, 1.56, 4.32, 0.39, 3.62, 8.18, -258.76, 118.01
1.64, 2.54, 3.90, 0.06, 2.99, 4.37, -137.75, 52.39
0.12, 1.93, 1.55, 0.46, 4.78, 6.15, -106.37, 67.04
3.33, 0.91, 3.48, 1.58, 1.62, 9.06, -82.09, 111.34
2.62, 2.80, 3.40, 1.04, 4.75, 0.15, -74.84, 49.96
1.29, 2.86, 3.81, 0.93, 3.89, 3.39, -96.12, 51.91
2.03, 0.68, 3.47, 3.28, 4.74, 6.38, -18.93, 90.50
2.35, 0.64, 3.24, 2.20, 1.60, 7.83, -21.65, 85.18
2.20, 0.48, 1.87, 0.80, 4.41, 7.22, -22.70, 80.75
3.32, 2.33, 3.28, 1.89, 4.13, 3.54, -76.77, 60.39
3.58, 1.43, 4.28, 0.12, 1.83, 9.02, -225.61, 117.83
3.16, 2.45, 4.45, 0.45, 4.15, 8.77, -194.25, 130.11
2.65, 0.77, 3.19, 2.23, 1.54, 9.94, -27.38, 124.01
1.53, 0.69, 3.98, 2.36, 1.97, 9.60, -32.07, 120.22
0.59, 1.48, 3.88, 3.22, 2.99, 6.63, -59.12, 80.81
1.91, 2.10, 2.75, 3.40, 3.92, 7.75, -9.85, 102.69
1.21, 1.75, 3.79, 1.70, 4.19, 8.71, -66.99, 115.12
2.08, 3.76, 3.95, 2.02, 2.33, 5.49, -39.18, 73.65
2.16, 1.94, 1.39, 1.26, 2.50, 6.15, -4.01, 56.02
0.40, 2.28, 2.30, 3.26, 4.82, 6.54, -79.94, 87.36
2.76, 1.87, 4.10, 0.04, 4.44, 9.96, -177.27, 146.89
3.28, 1.01, 4.76, 0.02, 3.43, 8.64, -271.15, 120.77
1.81, 2.27, 1.48, 1.63, 4.50, 9.76, -14.56, 128.77
2.56, 3.22, 2.03, 1.33, 2.78, 5.35, -19.99, 59.11
1.71, 3.07, 3.01, 3.99, 3.19, 7.39, -8.05, 102.12
2.43, 1.19, 4.14, 2.30, 4.13, 3.27, -43.49, 57.55
2.15, 2.94, 2.39, 0.69, 5.00, 4.36, -38.65, 63.49
3.20, 0.42, 4.01, 2.60, 4.89, 4.58, -71.54, 78.14
1.13, 2.37, 4.12, 0.80, 2.81, 5.39, -121.28, 61.48
0.82, 2.51, 1.33, 0.43, 3.07, 5.84, -40.50, 52.48
2.32, 2.79, 2.09, 2.04, 3.60, 9.12, -14.55, 117.75
2.33, 1.52, 3.07, 3.49, 3.67, 5.09, -11.16, 68.72
3.08, 2.69, 1.67, 0.13, 3.51, 8.67, -42.65, 106.94
2.49, 0.67, 3.93, 0.91, 1.81, 9.11, -91.00, 109.21
2.51, 2.27, 3.98, 0.11, 3.24, 6.09, -146.01, 74.92
2.62, 2.46, 1.62, 1.57, 2.62, 7.03, -14.77, 74.35
1.94, 3.66, 2.68, 1.79, 4.88, 1.21, -31.71, 52.75
0.89, 2.55, 2.80, 0.78, 2.48, 5.88, -66.69, 56.45
1.80, 2.45, 4.86, 0.54, 4.81, 8.23, -194.20, 123.97
1.64, 1.32, 2.84, 0.80, 3.78, 5.75, -46.34, 60.55
2.29, 1.84, 3.65, 0.75, 4.41, 1.38, -87.92, 43.87
2.17, 1.09, 4.73, 0.77, 4.14, 4.27, -157.19, 64.20
1.89, 0.12, 4.63, 0.24, 3.84, 9.20, -197.64, 124.34
4.50, 1.22, 3.59, 3.04, 1.95, 8.50, -163.84, 119.85
4.32, 1.53, 2.23, 1.44, 4.17, 4.32, -154.59, 64.06
2.88, 0.84, 1.59, 1.52, 2.83, 6.79, -26.02, 67.91
1.02, 2.26, 3.18, 0.61, 3.04, 7.99, -82.84, 89.68
2.40, 0.85, 3.08, 2.98, 4.69, 7.90, -23.49, 109.24
3.56, 0.95, 1.68, 0.22, 1.94, 6.16, -69.63, 58.17
0.59, 2.30, 3.75, 2.47, 2.31, 9.99, -68.84, 130.87
0.45, 2.36, 2.73, 1.58, 2.41, 8.08, -80.13, 86.76
0.51, 2.05, 4.01, 0.24, 4.55, 9.82, -196.34, 137.84
3.72, 1.12, 2.24, 2.41, 1.79, 6.41, -79.30, 70.25
2.62, 1.54, 4.33, 1.41, 4.58, 7.12, -97.02, 101.76
2.60, 1.49, 3.83, 1.90, 3.36, 9.56, -50.07, 130.00
3.57, 1.33, 1.53, 1.12, 1.49, 9.59, -64.99, 112.41
4.10, 1.76, 2.82, 0.08, 3.86, 5.36, -169.60, 71.46
0.25, 1.89, 3.70, 2.72, 4.60, 8.74, -101.41, 122.24
2.75, 0.54, 4.31, 1.35, 4.87, 5.60, -107.83, 83.32
1.85, 0.73, 2.36, 1.45, 2.37, 5.55, -16.05, 48.06
0.62, 2.22, 4.33, 1.55, 4.27, 7.34, -125.05, 98.61
2.64, 3.04, 4.77, 0.15, 4.58, 4.75, -234.90, 82.55
1.07, 1.96, 1.70, 0.32, 3.73, 4.93, -35.59, 46.21
3.84, 1.83, 4.06, 1.37, 2.59, 6.99, -152.18, 92.06
1.76, 1.16, 3.07, 2.89, 3.32, 6.77, -12.76, 79.05
4.37, 1.30, 4.42, 1.79, 2.97, 4.24, -202.74, 70.41
3.37, 2.50, 4.40, 0.39, 2.32, 7.24, -199.83, 94.96
2.14, 2.82, 3.28, 1.58, 1.58, 8.04, -31.88, 92.93
1.23, 1.23, 2.36, 1.21, 4.56, 5.00, -42.36, 55.78
4.03, 1.94, 2.17, 0.96, 2.20, 5.61, -117.62, 61.97
0.18, 1.92, 4.16, 2.47, 2.76, 6.76, -109.05, 80.35
4.03, 1.73, 3.65, 2.82, 1.66, 7.23, -113.17, 95.49
0.47, 1.94, 2.61, 1.99, 1.55, 8.13, -69.51, 83.29
1.64, 3.30, 1.33, 0.85, 2.21, 7.62, -7.50, 78.92
1.26, 1.86, 1.75, 1.52, 2.23, 4.64, -18.82, 36.86
3.79, 1.46, 3.76, 0.03, 3.45, 8.89, -206.18, 121.47
3.18, 1.42, 3.14, 0.39, 2.82, 5.13, -97.90, 56.42
1.35, 2.85, 2.95, 3.05, 1.81, 7.88, -15.57, 93.39
2.37, 2.85, 3.66, 3.29, 2.96, 4.47, -11.54, 66.61
2.71, 3.27, 3.82, 0.74, 4.55, 1.05, -111.46, 54.96
3.13, 2.67, 3.29, 2.91, 3.77, 5.45, -46.19, 80.13
2.53, 0.89, 4.22, 2.42, 2.89, 5.67, -37.66, 71.27
1.82, 3.64, 4.20, 1.15, 4.79, 5.33, -101.46, 86.85
1.24, 1.50, 2.69, 2.10, 4.25, 2.59, -35.79, 40.21
2.15, 3.67, 3.14, 2.70, 4.21, 5.31, -21.51, 81.20
2.78, 0.50, 2.78, 2.00, 3.65, 9.41, -37.26, 121.55
0.54, 2.12, 3.14, 2.93, 3.84, 4.34, -66.59, 56.84
2.38, 1.54, 3.29, 2.08, 2.40, 4.39, -25.17, 48.26
0.89, 2.78, 3.15, 1.19, 2.01, 7.55, -69.04, 80.87
1.25, 1.77, 2.69, 2.98, 2.90, 5.52, -20.78, 59.67
1.87, 3.66, 2.92, 3.31, 2.17, 8.78, -6.33, 118.20
3.95, 1.59, 3.48, 2.82, 3.94, 7.57, -113.03, 111.16
0.52, 1.53, 3.05, 1.71, 4.89, 9.29, -91.84, 125.10
1.87, 0.31, 3.50, 2.18, 3.59, 9.73, -30.74, 128.11
2.64, 0.35, 3.25, 3.37, 4.42, 9.63, -26.61, 141.27
3.07, 0.88, 4.11, 1.42, 1.41, 8.62, -94.42, 105.37
3.52, 0.83, 2.55, 1.62, 2.65, 4.34, -75.16, 48.08
2.18, 3.52, 2.21, 2.26, 4.76, 2.58, -21.60, 56.37
1.53, 0.80, 1.29, 0.17, 2.07, 5.30, -9.35, 37.09
1.21, 1.83, 4.85, 0.28, 4.09, 5.31, -231.17, 73.32
3.06, 1.36, 4.26, 0.58, 3.42, 5.96, -158.90, 76.96
0.71, 1.59, 1.70, 1.72, 3.54, 4.81, -51.07, 44.51
4.04, 1.91, 3.90, 1.36, 4.27, 6.69, -173.25, 99.93
1.50, 1.30, 3.83, 2.47, 4.47, 1.23, -37.57, 46.22
3.11, 1.91, 2.39, 3.22, 4.31, 4.66, -42.98, 69.66
2.07, 1.77, 4.53, 1.33, 2.08, 5.82, -90.08, 67.89
1.84, 3.17, 3.20, 1.71, 3.53, 5.95, -33.67, 74.49
2.75, 0.38, 1.81, 0.10, 4.57, 7.59, -39.50, 89.49
3.17, 1.53, 1.95, 2.04, 4.23, 5.52, -48.12, 68.66
1.08, 2.94, 2.57, 0.69, 1.85, 8.46, -49.79, 91.82
2.76, 2.99, 4.10, 2.02, 2.82, 6.63, -56.68, 89.40
3.33, 2.34, 1.60, 1.99, 3.07, 9.83, -49.84, 129.15
0.92, 2.28, 3.20, 3.76, 3.73, 5.97, -37.18, 80.06
3.34, 2.64, 2.74, 0.41, 2.28, 8.61, -85.98, 105.14
1.73, 1.22, 4.00, 1.12, 4.61, 5.57, -90.04, 74.05
4.11, 1.86, 1.50, 0.27, 3.89, 8.23, -122.74, 105.44
3.28, 2.37, 3.59, 1.06, 3.83, 9.23, -106.71, 130.17
2.92, 0.50, 2.31, 2.72, 4.61, 3.54, -39.43, 55.32
3.71, 1.57, 3.87, 0.88, 3.28, 8.80, -158.44, 120.24
0.99, 1.87, 2.05, 2.16, 4.59, 2.53, -42.10, 40.85
