f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,=digit_value
1397.7,534.56,357.78,402.84,1154.6,-443.74,381.71,-114.56,527.8,-468.96,8_value
243.1,-372.58,-309.76,870.42,1069.3,119.84,284.66,-310.95,239.29,151.84,9_value
970.33,380.3,302.36,424.65,1537.8,-209.54,210.31,-289.94,209.84,-294.7,8_value
508.4,-642.99,328.93,279,971.98,-190.73,128.03,-90.044,625.74,529.31,9_value
793.47,383.24,497.12,348.87,1369.2,117.74,971.85,-190.95,1070.3,25.658,8_value
1162.7,131.55,393.76,442.98,1446.8,-345.74,16.785,-452.24,265.5,-66.669,8_value
648.13,393.72,-106.94,983.51,1373,-226.41,274.23,-87.929,35.237,549.94,8_value
1138.4,-686.65,169.31,-141.16,1113.3,-568.38,620.52,40.954,501.02,552,9_value
468.39,-169.42,233.42,450.02,1635.9,-413.97,852.62,-435.83,342.43,-1.1028,8_value
775.78,-767.72,-60.585,207.17,1141.8,-150.09,250.36,-281.02,269.67,279.63,9_value
717.65,-924.57,-216.2,280.19,959.85,100.56,383.28,-23.771,669.25,501.22,9_value
656.03,-681.6,271.8,759.37,1361.6,195.08,251.32,-190.24,492.68,441.55,9_value
1003.9,153.01,198.72,866.35,1578.5,-924.27,497.75,-268.68,350.26,-58.455,8_value
902.31,-703.13,-134.12,288.92,1239,-329.87,239.08,-256.82,476.7,572.26,9_value
375.81,455.56,291.34,439.27,1334.4,-176.61,655.17,-221.34,332.86,364.82,8_value
53.768,318.59,-45.108,597.43,1109.1,-68.829,734.86,-388.86,359.88,222.3,8_value
447,637.05,-574.97,686.75,1264.4,-301.68,347.05,-449.48,124.38,-75.151,8_value
300.75,-504.7,-617.85,928.06,1077.1,-130.41,412.34,-288.05,209.75,-364.81,9_value
962.19,-715.58,369.19,-68.661,1092.9,-481.6,300.5,162.84,1075,278.49,9_value
561.98,196.76,251.24,710,1534.9,-344.15,802.72,-245.66,432.99,229.65,8_value
543.75,520.79,-705.21,626.17,1206.3,-89.598,481.62,-239.9,83.192,-6.1777,8_value
471.24,-516.48,-190.27,1000.5,970.65,-54.259,657,14.413,89.857,-372.53,9_value
713.35,-733.23,454.14,817.86,1300.7,-366.91,695.8,-72.226,854.1,502.03,8_value
502.11,640.03,-1046.6,738.96,1275.3,-606.61,733.19,-382.57,350.36,-131.82,8_value
130.83,-96.203,-238.61,862.88,964.48,-362.17,864.3,-196.96,128.33,-288.55,9_value
433.3,-590.4,-317.79,709.01,1313.8,124.69,268.17,-122.84,299.9,234.81,9_value
847.14,246.84,-492.9,1045.9,1106.6,-64.697,-96.145,-91.859,343.6,162.68,8_value
466.24,442.24,-712.33,985.82,1256.8,-607.45,581.39,-455.41,44.383,-15.111,8_value
135.74,-239.1,-668.74,647.74,1024.1,-280.15,318.8,-275.63,423.25,-367.21,9_value
511.96,388.48,-519.31,571.08,1101.7,-117.38,302.07,-223.66,-132.31,280.04,8_value
502.55,-464.51,-845.32,618.94,1087.9,-221.58,416.33,-405.52,460.03,-368.1,9_value
796.5,296.52,-112.56,916,1369.2,-350.43,243.52,-357.59,99.392,476.6,8_value
245.71,-518.4,5.9594,708.68,1083.6,-172.67,702.49,-298.36,340.7,-263.32,9_value
178.43,484.82,-395.22,770.33,1015.3,-157.8,464.28,-273.89,432.5,170.63,8_value
1897.3,208.06,125.21,999.68,1523,90.953,416.41,-297.23,703.86,-197.88,8_value
739.16,-551.46,38.128,619.61,1167.5,-711.44,668.41,-620.17,419.36,161.71,8_value
742.63,-1166.7,-223.05,554.74,1041.6,-78.43,611.81,-70.393,353.35,507.12,9_value
293.31,-4.3651,-215.55,850.27,796.48,-57.942,613.75,-42.99,324.44,-44.388,9_value
517.85,215.07,404.49,75.211,1400.1,118.33,751.45,211.82,920.93,74.632,8_value
264.62,-515.89,-370.17,816.38,1185.4,-84.77,484.19,-541.54,452.65,-79.39,9_value
314.32,487.7,-708.18,473.06,1293.5,-74.63,546.79,-331.61,-32.982,217.14,8_value
1026.3,-833.81,161.25,308.69,839.94,-183.01,-26.759,81.074,618.5,391.75,9_value
622.57,-869.26,-37.084,446.71,948.35,-436.2,288.69,-177.57,303.54,544.11,9_value
479.27,-375.48,52.423,485.43,1502.5,458.29,241.57,-41.959,922.15,485.26,9_value
-30.192,-62.779,-343.08,886.96,909.25,-80.323,495.36,-76.116,561.6,-241.8,9_value
477.75,-756.15,-197.8,739.33,1583.9,123.63,537.61,-477.98,385.05,417.36,9_value
141.92,-62.678,-630.09,595.66,1023.1,-189.55,270.34,-379.27,296.7,-244.46,9_value
58.138,760.46,-672,521.41,896.28,-545.96,404.17,-175.59,614.32,82.291,8_value
256.26,-341.48,-49.643,196.9,842.29,84.26,426.4,-224.11,94.191,314.86,9_value
188.38,-46.61,-718.75,721.56,816.48,-276.02,273.22,-272.46,360.8,-389.07,9_value
908.27,-908.67,-351.96,200.82,741.63,-98.932,468.63,-110.64,458.28,538.82,9_value
477.53,565.76,-719.41,744.91,811.1,-82.145,250.9,-147.43,382.14,-4.3367,8_value
317.31,-495.73,162.24,201.35,875.25,27.657,145.7,-193.89,371.23,473.42,9_value
548.31,427.22,-370.08,597.96,1125.2,264.02,605.61,-79.607,265.42,92.118,8_value
376.63,-709.13,249.54,479.34,1019.7,70.787,262.37,-74.016,531.41,494.48,9_value
416.32,194.14,227.72,797.6,1302,-4.0942,743.03,-457.47,513.59,541.74,8_value
89.828,-50.7,-516.28,1107.6,1164.6,-129.08,819.41,-310.32,681.18,-440.2,9_value
527.58,-683.36,37.667,787.83,1148.8,-104.78,397.16,-365.43,59.718,117.11,9_value
982.25,-694.32,303,290.23,1275.4,-160.52,134.23,-22.878,291.41,583.53,9_value
286.22,-446.79,343.43,367.3,849.2,81.018,184.46,-124.32,637.55,445.42,9_value
924.14,-940.78,33.159,510.29,940.73,-104.81,59.357,141.02,450.22,526.04,9_value
395.89,18.59,-251.67,1134.9,1237.5,104.84,465.27,226.05,272.88,79.473,9_value
514.14,132.33,458.97,359.06,1300.3,-234.13,369.56,-170.59,356.89,-33.324,8_value
514.97,-536.05,-126.87,866.74,1156.1,-459.13,461.61,-416.31,193.51,-236.94,9_value
487.72,-648.64,-719.72,600.26,816.01,-313.27,344.35,-392.18,372.4,-133.81,9_value
1136.8,129.24,-350.95,612.62,938.7,145.75,-224.29,-412.28,627.96,-7.6183,8_value
1093.2,-656.85,-337.87,413.26,1067.9,-189.2,551.11,-284.27,-258.64,595.57,9_value
805.23,-959.32,-258.93,686.96,1187.5,-527.38,615.05,-525.46,98.869,157.45,9_value
826.76,-577.81,607.22,409.98,600.42,306.1,408.28,349.26,768.08,136.3,9_value
575.69,-380.18,460.46,103.49,756.29,-87.015,159.35,130.84,623.14,26.445,9_value
1034.9,95.626,-364.82,575.59,1346.5,-68.067,-211.35,-473.13,328.56,82.381,8_value
1114.1,369.57,-764.15,438.49,1281.9,-80.246,-336.79,-285.52,617.35,91.882,8_value
766.41,-809.64,121.38,780.73,1298.5,-331,344.95,-276.36,225.1,463.51,9_value
943.49,-815.93,-388.73,403.2,825.32,-537.8,699.02,-375.9,-81.984,111.74,9_value
267.47,-484.87,147.41,612.2,1021.1,46.527,440.21,-257.08,209.51,365.72,9_value
797.49,-511.51,-26.462,0.4629,1027,-554.25,715.3,266.91,447.27,603.8,9_value
1011.3,324.72,-571.4,688.6,1300.3,168.14,-221.74,54.031,194.45,231.67,8_value
880.72,-40.354,-72.197,968.11,1377.4,55.324,-88.766,-272.32,20.55,225.85,8_value
873.35,121.75,-1153.9,847.57,1014,-410.96,310.78,-504.54,515.92,-25.476,8_value
934.72,-740.62,-292.25,335.63,866.4,-50.171,550.67,-12.564,93.292,365.98,9_value
550.07,-654.98,-336,195.91,913.21,-150.69,409.55,-51.861,118.58,360.07,9_value
1301.2,173.85,-841.37,956.83,1834.7,-275.98,538.71,-296.94,-78.109,213.09,8_value
236.17,69.14,206.97,788.98,771.23,366.56,458.51,-262.44,186.25,180.79,9_value
601,-1008.1,-488.95,1143,1293,-220.86,743.24,-374.45,557.13,-252.31,9_value
830.42,278.77,-329.82,1335.6,1588.6,-122.92,610.93,189.38,478.76,418.08,8_value
608.39,-316,-78.144,800.97,987.84,-191.2,603.81,-273.14,422.78,12.213,8_value
696.56,-152,148.71,604.78,1126.6,-59.012,904.1,142.24,226.37,-97.652,8_value
1169.2,-838.38,191.17,-24.442,1261.1,-406.14,292.48,101.52,1193.2,368.32,9_value
1487.3,279.07,-34.33,461.49,1947.8,-164.29,598.23,-141.56,132.14,-25.765,8_value
460.11,-665.41,-64.596,1223.1,1371.4,-46.917,896.17,-447.89,645.25,102.91,9_value
358.49,-715.73,-111.24,879.24,1280.7,-76.139,377.69,-284.42,485.32,370.18,9_value
1467,501.68,-343.03,643.45,1855.6,-105.02,507.85,-44.544,-111.77,59.621,8_value
270.39,-734.05,-274.5,1184.9,1223.5,6.5008,914.52,-308.47,856.78,-150.09,9_value
617.19,-840.08,-147.25,758.96,1555.5,243.03,298.95,-30.811,796.53,596.59,9_value
1080.8,75.311,-367.23,852.5,2085,-143.67,857.22,-280.12,499.86,457.82,8_value
701.4,814.28,264.48,396.14,1310.4,307.28,242.37,37.97,884.86,203.65,8_value
521.84,285.87,56.296,1166.3,939.69,83.705,503.83,228.53,45.417,102.83,9_value
-172.11,9.7572,-134.6,467.94,514.38,190.48,461.16,-122.53,625.88,131.96,9_value
514.21,128.41,652.1,216.25,962.77,-46.199,938.21,-173.75,825.36,-201.86,8_value
818.34,146.57,-331.95,727.11,1805.9,-253.49,700.91,-363.37,-148.02,89.534,8_value
303.94,159.33,-406.87,594.08,831.14,-143.83,150.25,-352.16,-23.84,163.92,8_value
670.1,-684.62,106.46,1016.4,1665.6,425.63,318.12,-40.341,692.26,539.16,9_value
698.9,-1.2087,-386.74,709.58,1099.8,-537.93,692.67,-357.28,-124.68,-347.04,8_value
1075,579.35,-24.28,734.45,2044.7,-36.816,598.11,-147.03,359.15,253.17,8_value
609.28,367.82,538.35,154.52,1269.5,1.3506,699.56,-225.84,751.21,46.972,8_value
1120.7,270.84,-155.52,1199.7,2071.2,-303.39,473.51,-367.33,326.89,467.22,8_value
1058.9,391.23,-10.698,669.45,2137,20.398,928.25,-72.551,419.83,207.32,8_value
492.85,-802.86,-36.838,1165,1439.2,121.28,839.54,-369,521.38,155.68,9_value
1198.9,-1212.1,225.37,555.01,1315.7,-136.67,222.52,65.393,891.32,571.93,9_value
641.8,173.35,-211.97,793.15,1213.1,13.27,-24.588,-158.97,240.85,217.49,8_value
602.53,179.44,-39.641,474.56,1770,-78.207,894.5,-174.71,-63.222,88.368,8_value
1037.3,614.99,-131.43,757.7,1859.7,-57.182,615.85,10.742,216.66,228.02,8_value
143.05,266.43,158.02,373.1,916.25,-285.89,449.21,-181.49,285.76,125.11,8_value
699.3,592.62,-80.641,759.77,1736.1,6.9895,667.56,-112.64,409.73,521.91,8_value
487.97,-427.4,208.21,1181.8,1188.8,246.96,794.53,-209.77,424.39,345.82,9_value
196.4,-372.25,-430.03,1291.7,1214.6,-13.954,847.93,-397.92,797.54,-207.93,9_value
569.97,219.53,-903.23,1084.3,1172.3,-385.56,272.57,-721.08,272.12,71.478,8_value
1121,-1072.2,9.1371,952.82,1698.5,51.23,365.31,-212.73,602.71,553.3,9_value
1173.5,-726.65,-1026.9,807.29,976.42,-614.54,401.39,-370.77,1015.3,-16.016,9_value
568.45,-534.34,338.77,434.93,797.63,130.28,116.45,71.17,472.03,475.6,9_value
1208.9,246.77,-358.05,804.72,2213.4,-111.51,662.37,-51.044,303.67,104.83,8_value
1025.2,-1090.5,-113.46,680.46,1337.9,62.235,94.327,92.531,815.38,474.75,9_value
191.96,-254.43,154.89,507.02,1090.2,-16.301,436.17,-458.66,282.59,47.641,9_value
734.27,-820.65,-583.85,1325,1632.1,-151.11,844.46,-226.2,793.98,-216.49,9_value
864.16,677.88,-149.83,925.19,1820,-53.048,623.81,76.473,344.16,700.68,8_value
549.66,-592.18,197.08,1333,1345.8,263.11,763.11,-5.4051,560.69,300.87,9_value
1101.4,-749.44,-24.062,258.98,933.71,-302.45,496.19,45.842,-84.749,564.71,9_value
279.25,-398.82,-123.92,1317.3,1250.6,157.41,889.28,-323.93,573.45,76.155,9_value
1060.3,-132.62,513.29,-79.069,1057.6,-125.47,1033.2,-623.55,1236.9,21.114,8_value
728.83,666.87,469.82,486.34,1443.9,-328.19,361.89,-221.44,447.98,220.76,8_value
971.41,663.14,-1277.8,851.92,1796.4,-504.85,829.21,-177.33,99.958,64.582,8_value
644.49,-802.62,-218.6,1154.8,1099.9,233.59,571.9,-512.28,813.56,592.51,9_value
190.14,-476.99,35.186,875.05,943.44,-246.65,726.55,-178.25,437.44,-198.62,9_value
347.32,-667.81,-618.29,683.64,999.39,-61.214,381.71,-154.12,689.52,-0.23327,9_value
1505.2,11.417,-483.58,432.55,1657.4,-330.18,936.17,-470.15,232.06,-147.99,8_value
1085.4,271.01,310.64,369.03,1462.7,-376.7,231.72,-322.96,645.96,-151.34,8_value
518.06,-330.57,-470.02,1508.3,1153.5,-165.16,906.62,-475.78,381.25,-149.54,9_value
1871.6,289.26,405.17,535.69,1583.1,-439.79,288.86,-128.91,717.24,-192.48,8_value
1244.7,240.05,819.75,889.48,1288.8,-93.619,452.32,105.81,421.23,-426.59,9_value
130.28,66.304,-666.97,941.36,951.61,-360.46,398.33,-56.423,663.38,-469.81,9_value
1315.4,-853.03,218,-315.5,795.43,-371.45,568.8,132.96,1199.4,445.08,9_value
1249,-1229.3,38.612,545.87,1190.6,-194.59,369.46,-108.55,795.95,739.91,9_value
857.22,164.63,314.11,510.63,1204.3,-635.25,58.994,-319.9,429.68,97.382,8_value
548.51,-89.336,65.446,965.85,1536.3,-320.52,735.3,-434.65,569.72,496.67,8_value
918.97,-690.13,644,853.28,1136.6,26.353,854.77,524.25,389.79,110.79,9_value
629.07,-521.35,685.47,890.95,1116.4,241.79,1086.5,233.78,526.79,414.83,9_value
2260.4,516.08,-624.75,946.83,1538.6,2.4304,303.59,-362.37,482.32,-221.74,8_value
848.81,121.76,118.11,908.51,1760.2,-176.07,807.44,-583.4,313.29,256.95,8_value
548.08,-641.92,29.225,979.72,1400,303.82,458.89,-481.37,520.75,489.29,9_value
164.63,-440.9,-153.03,574.6,1005.8,173.17,537.83,-291.01,348.73,324.36,9_value
669.12,128.32,-218.24,997.32,1478.6,-401.27,663.56,-655.42,283.26,169.68,8_value
897.93,73.576,-392.02,405.66,1291.2,-55.245,749.47,-550.29,-0.69977,-81.692,8_value
40.886,-200.58,-351.64,420.34,592.24,22.783,416.2,44.715,266.08,-18.166,9_value
367.57,-275.15,145.19,593.49,772.09,419.28,451.06,81.674,-0.075527,193.42,9_value
1036.3,-462.48,123.39,1218.6,1438.1,236.81,614.62,-162.05,310.57,-102.93,9_value
1189.5,-1023.5,-410.3,914.63,1674.9,-110.15,739,-379.35,565.94,98.77,9_value
999.76,-666.38,-399.41,1241.9,1220.9,-115.49,511.62,-206.78,153.04,-292.16,9_value
790.31,447.45,-945.31,1464.5,1381.1,-477.41,455.36,-155.35,487.87,289.57,8_value
1057,439.5,-955.99,901.58,1391.1,-48.918,488.22,141.58,260.63,192.17,8_value
221.44,-211.6,-390.82,39.416,437.52,-141.98,284.63,-99.156,493.8,-97.05,8_value
783.71,-176.48,-9.8131,1005.1,1642.1,-128.03,701.81,-734.4,277.17,224.36,8_value
676.16,-892.69,-66.802,555.14,1415.5,33.999,524.31,-389.31,408.72,677.62,9_value
1508,-561.78,-126.77,-100.72,848.58,-465.88,549.95,-185.84,592.28,826.68,9_value
555.18,-442.32,174.97,822.62,1031.1,699.84,178.09,314,978.3,78.682,9_value
989.13,-1201,-266.54,800.24,1182,-145.58,680.94,-160.19,763.87,406.75,9_value
123.84,-330.2,-113.09,350.7,903.67,218.15,107.36,-9.7949,667.43,299.35,9_value
758.49,294.15,-590.03,465.23,1255.5,23.038,615.65,-232.39,-51.165,89.605,8_value
797.01,209.49,-779.74,1170.5,1422.3,-102.39,524.8,-323.04,651.2,-11.121,8_value
1653.6,319.35,306.24,818.08,1796.5,-739.6,1250.3,-166.42,912.91,-189.54,8_value
593.75,-619.55,-410.78,532.23,571.12,-40.064,214.83,-239.06,141.19,-25.399,9_value
274.06,310.43,-439.98,854.02,975.28,-228.8,388.56,-185.5,560.85,321.25,8_value
1106.5,386.21,-603.05,233.45,1510.7,-53.804,916.19,-528.01,24.566,-253.75,8_value
994.32,208.86,330.68,452.65,1179.1,-52.451,177.47,-292.82,188.76,-404.21,8_value
353.4,-295.72,316.88,95.761,598.08,-92.04,91.592,65.658,522.86,102.21,9_value
132.93,282.18,-126.55,483.31,679.34,82.189,357.33,-270.5,323.75,348.69,8_value
954.42,180.04,237.43,568.78,691.46,-29.189,554.6,230.72,-124.85,-285.16,9_value
1195.3,-297.28,-315.73,950.74,2064.1,-328.75,1166.4,-498.01,458.61,73.542,8_value
587.2,-1028.5,-50.244,750.59,1403.8,84.353,607.32,-61.31,470.77,251.5,9_value
721.24,389.19,337.41,238.41,1084.6,-378.88,410.21,-104.07,945.34,303.51,8_value
1194.9,-434.64,327.2,-498.62,907.62,-399.72,516.8,4.5308,539.24,-172.48,9_value
1122,-23.569,97.962,982.67,1902.6,-247.32,931.04,-426.18,888.89,217.94,8_value
1082.2,-694.87,344.04,-161.44,992.48,-420.71,332.84,417.75,559.37,182.93,9_value
1515.8,-85.17,-554.02,1210.9,1758.6,-172.16,701.24,-380.98,479.05,177.11,8_value
600.72,-201.3,629.48,117.6,835.72,-243.35,63.591,612.79,1168.8,-176.5,9_value
1290.4,-885.94,-105.18,82.733,981.43,-265.6,249.95,-114.44,420.89,741.09,9_value
1409.5,-1.8683,-257.93,892.6,1696,-823.94,399.71,-700.78,101.66,313.96,8_value
948.16,52.693,440.11,891.54,1874,-246.45,1031.7,-246.85,907.37,249.73,8_value
983.31,-1089.9,-295.58,819.21,1488,-370.53,539.01,-308.48,475.95,523.88,9_value
960.67,-828.57,396.38,5.8152,1364.3,-257.38,338.73,76.733,540.86,268.53,9_value
544.89,-465.46,179.79,109.38,1031,-140.9,320.65,-202.46,98.437,589.37,9_value
297.5,-355.43,-41.473,304.15,866.46,179.51,-105.47,48.047,692.64,138.63,9_value
438.38,-539.61,23.675,688.72,1355.8,664.04,383.7,-92.636,576.8,581.13,9_value
369.52,326.83,-646.15,938.77,1124.9,-298.47,520.96,-195.27,348.81,78.164,8_value
425.35,-529.83,-9.6627,1091.4,1328.3,384.98,1062,-166.97,397.48,-108.49,9_value
272.66,260.09,352.4,274.58,872.14,-197.3,435.26,-190.79,257.04,10.968,8_value
847.7,-553.94,-488.08,1020.6,1425,-164.11,565.12,-561.04,1115.7,91.029,8_value
748.4,374.99,640.83,497.51,1354.5,176.83,1174.2,-112.07,871.84,-40.533,8_value
794.36,-1050.8,-389.42,740.06,1264.8,-72.825,642.43,-388.1,324.96,225.91,9_value
1057.4,-405.4,141.23,1008.1,1673.2,-316.49,741.02,-472.09,1211.8,240.84,8_value
507.41,295.39,-76.011,888.62,1377.8,-99.873,763.56,-172.21,408.75,273.35,8_value
855.49,343.77,-132.09,1427.3,1748.1,-258.73,759.56,-420.16,924.8,477.52,8_value
572.51,453.67,393.94,587.72,1432,214.67,764.22,-173.06,553.73,218.12,8_value
1110.1,-395.21,120.84,407.93,1634.5,-229.56,870.46,-656.79,463.9,159.45,8_value
931.5,237.37,355.95,262.1,857.38,141.65,657.57,-307.42,688.03,-355.23,8_value
850.46,-95.618,-16.804,754.79,1685.4,-319.14,854.59,-500.71,325.64,88.24,8_value
881.62,-772.55,509.86,625.88,1475.2,109.76,540.53,97.094,449.36,444.24,9_value
613.38,51.283,-399.91,785.08,1208.7,-400.38,952.79,-617.71,149.78,-115.34,8_value
129.7,-235.34,-60.551,934.6,1187.6,723.54,590.84,-199.74,747.94,318.34,9_value
231.78,-310.2,-275.28,746.82,545.8,97.564,500.24,-337.13,289.05,-200.28,9_value
1039,-1002.1,88.857,491.23,1102.1,-270.62,828.37,-403.07,394.85,-51.968,8_value
303.84,-470.11,97.201,839.2,1317.5,697.95,264.08,25.192,934.65,388.61,9_value
397.89,-775.05,-313.97,907.94,1295.3,74.485,611.61,-412.55,638.48,-102.68,9_value
-33.548,243.33,-200.34,659.71,738,-7.5051,505.54,-404.24,595.01,-140.24,9_value
388.88,-494.09,355.83,194.36,892.49,-247.36,13.754,129.77,633.51,466.01,9_value
738.88,-481.7,-583.9,1276.2,1429.8,-508.26,674.61,-570.08,1233.4,105.61,8_value
716.07,-601.68,640.76,713.21,1472.5,228.45,362.28,68.06,699.58,354.44,9_value
572.84,-438.13,-387.15,872.77,1046.4,-169.39,655.61,-729.12,976.48,-208.6,8_value
658.3,113.71,914.71,414.32,700.6,45.04,553.87,314.23,864.29,-273.41,9_value
1472.1,186.97,-86.445,1382.4,1817.1,-537.14,529.11,-462.62,634.15,398.93,8_value
752.53,-1152.8,-553.17,740.65,1139.5,-36.738,776.72,-52.445,614.19,132.73,9_value
440.08,-489.19,315.34,253.89,1068,-71.05,152.09,-156.67,549.91,587.61,9_value
385.45,-593.16,-82.122,893.64,1262.5,272.14,646.75,-278.85,365.22,383.69,9_value
433.61,-823.52,-51.694,772.15,1201.7,464.59,384.59,-142.36,648.23,107.24,9_value
143.1,-230.99,268.2,813.23,1010.3,216.71,678.58,-390.32,448.26,217.35,9_value
684.46,615.59,-1321.9,1050.4,1446.4,-776.01,364.34,-143.83,745.1,67.221,8_value
764.92,-1126.7,-170.07,939.65,1331.6,2.0909,342.54,-75.322,648.22,352.57,9_value
470.64,-746.91,-151.61,1183.6,1033.2,-333.26,1016.2,-22.178,654.02,-335.39,9_value
569.93,601.05,-1232.6,1001.6,1422.6,-809.83,535.21,-41.288,811.34,40.016,8_value
906.93,-803.82,-215.24,1222.3,1339,-435.69,593.88,-250.27,553.01,27.788,9_value
182.6,227.9,-188.58,294.58,896.22,-22.405,412.36,-279.01,47.445,188.98,8_value
1818,-157.23,351.66,402,1555.6,-627.58,216.29,-572.14,791.74,-375.81,8_value
669.5,530.7,-1324.8,1098.3,1176.8,-795.78,339.65,4.6726,780.3,35.701,8_value
-8.7284,603.57,-230.06,440.6,1025.1,37.087,933.94,-288.02,456.25,286.61,8_value
1033.2,-949.4,-558.49,901.81,1035.9,-275.51,297.76,-409.75,261.59,139.17,9_value
252.06,-341.77,506.1,596.44,1105.8,44.015,743.65,28.154,478.2,499.13,9_value
580.82,-470.84,388.58,31.82,921.9,-338.49,68.525,91.141,288.49,219.14,9_value
1053.4,-1221.2,-601.2,816.19,1197.1,-284.2,538.66,-218.62,540.79,194.08,9_value
1330.3,-213.66,569.44,585.23,1953.5,-345.53,951.14,-426.17,1158.5,25.744,8_value
556.74,562.84,-1195.5,871.69,1020.1,-653.66,204.52,11.105,664.33,168.68,8_value
792.9,-867.76,-852.6,1039.4,1182.1,-75.175,330.64,-61.861,595.23,-239.88,9_value
568.94,271.41,228.49,687.79,1251.3,-135.69,206.52,-194.96,390.95,349.04,8_value
641.87,370.94,-938.77,1132.8,925.03,-209.9,95.774,-259,453.17,91.966,8_value
870.79,228.32,-544.87,833.05,926.79,369.96,402.63,-333.5,909,454.62,8_value
834.69,-386.32,-234.21,428.15,966.92,-178.34,371.62,-12.056,662.4,121.07,8_value
1208.3,-999.14,-260.44,643.05,1152.4,-504.52,555.26,-227.43,145.39,566.03,9_value
886.63,-879.99,-137.53,877.79,1301.4,-574.84,462.55,-239.99,234.69,244.96,9_value
453.35,492.6,-874.41,1052.9,1104.5,-680.46,170.93,255.72,730.95,161.06,8_value
606.98,-456.11,308.28,-246.4,1082.2,-501.57,349.37,234.8,435.85,265.43,9_value
309.51,471.07,-64.588,1055.2,1416.6,-87.097,920.18,-327.27,499.59,571.78,8_value
444.95,692.43,-931.62,1148.5,1235.4,-640.58,253.49,-206.27,652.13,157.53,8_value
643.27,-1013.2,-596.59,744.39,1159.2,-772.63,669.98,-277.29,649.79,31.969,9_value
352.35,508.65,-887.31,904.76,1253.7,-620.56,281.75,-61.576,676.44,72.059,8_value
1084.6,493.95,594.52,446.33,1880.3,-659.49,382.22,-50.598,824.07,-417.93,8_value
380.46,528.54,-892.73,995.2,1084.3,-721.29,343.37,50.059,713.93,96.371,8_value
1115.5,-988.32,128.81,47.641,1213.7,-382.96,700.53,166.5,315.62,692.59,9_value
480.33,484.18,-980.65,1208.4,1188.4,-820.77,512.46,-53.61,701.15,174.91,8_value
1075.4,-1083,-714.72,843.04,967.93,-463.68,631.2,-244.61,353.26,257.34,9_value
834.85,-679.05,235.83,645.21,1343,-182.74,15.723,-74.732,862.63,380.54,9_value
1072.4,-935.18,-317.75,754.6,1230.6,-794.24,661.95,-240.61,194.84,534,9_value
1016.6,-757.72,-1164.5,689.47,787.36,-443.64,585.68,-337.8,559.28,-148.74,9_value
817.82,296.32,-197.72,630.12,1375.6,214.1,344.97,-66.687,-0.38994,263.7,8_value
240.09,-608.7,-156.02,1078.2,1008.4,189.04,668.19,-1.0449,532.5,-161.24,9_value
502.4,520.06,-747.53,1194.4,1383.8,-522.12,374.63,-214.19,507.87,387.04,8_value
916.2,56.018,102.03,825.35,1712.8,-226.36,425.87,-587.1,701.87,390.59,8_value
317.55,735.16,-877.23,825.88,1082.7,-469.34,365.78,14.273,527.11,341.47,8_value
1103.9,-4.3906,-202.95,531.93,1110.8,232.27,396.23,-23.17,1285.7,302.41,8_value
396.06,-725.69,-243.86,1074.3,1229.7,-645.23,789.45,-291.37,678.28,-290.56,9_value
677.03,465.4,-298.93,1366,1364.9,-180.6,322.58,54.826,585.09,776.43,8_value
273.61,-350.98,-39.588,1329.9,1065.8,372.23,967.64,-43.879,673.53,179.01,9_value
575.48,477.83,-833.9,1184.4,1219.9,-475.06,176.67,159.09,443.87,383.32,8_value
533.5,-927.98,-521.28,1001.4,1217.7,-187.03,531.21,-180.7,438.51,-393.26,9_value
1821.2,-488.97,119.24,-230.45,1030.7,-782.07,395.89,-219.3,879.4,308.45,9_value
958.82,85.121,-797.18,1144.8,1465.3,-320.09,297.18,-570.41,203.21,256.16,8_value
1014.3,-672.16,-903.71,530.39,804.45,-676.76,548.55,-325.07,369.05,-85.214,9_value
1255.5,56.693,644.58,198.56,1480.8,-511.09,579.28,-52.649,1079.5,-401.69,8_value
856.1,341.96,-234.47,1134,1688.3,-381.89,281.57,-523.74,37.446,454.6,8_value
736.39,-612.9,-480.03,1260.1,1053.8,-492.69,746.69,-113.89,386.54,-456.16,9_value
616.16,-144.53,-91.027,820.75,1172.5,-465.57,339.83,-523.81,140.33,305.52,8_value
957.6,599.4,-465.96,947.75,1664.4,-417.51,415.82,-99.799,193.53,582.29,8_value
1145.2,-842.27,-17.868,999.35,1382,-160.8,597.48,-147.85,249.44,-132.14,9_value
602.93,318.99,-407.8,1140.1,1579.3,-375.56,521.8,-322.1,94.25,377.28,8_value
23.319,523.01,-56.723,581.8,957.45,-147.5,856.68,-391.07,378.29,33.516,8_value
252.41,-130.81,188.56,335.61,985.92,-210.47,435.54,-374.54,207.78,146.29,8_value
1344.9,263.22,-502.97,1027.1,1874.5,-479.97,734.75,-233.96,50.694,79.692,8_value
940.8,-788.6,256.97,-270.5,1141.4,-649.51,357.82,220.4,490.52,-4.5912,9_value
1059.7,-657.56,-558.14,955.38,1210.2,-741.57,696.23,-154.35,352.43,-350.06,9_value
1672.1,868.39,-276.01,605.84,1952.8,-398.2,446.12,232.21,153.12,80.187,8_value
756.64,-817.22,-474.25,956.5,1451.4,-568.66,681.93,-492.02,433.34,-315.7,9_value
999.48,-1111.2,-140.65,234.43,906.19,-550.35,831.99,358.88,271.32,542.7,9_value
